image,celeb,role,movie,description
"https://m.media-amazon.com/images/M/MV5BMTI0ODU1Njg1MV5BMl5BanBnXkFtZTcwODcwODQzMQ@@._V1_UY209_CR30,0,140,209_AL_.jpg",Gretchen Mol,Actress,3:10 to Yuma,"Gretchen Mol was born November 8, 1972, in Deep River, Connecticut, the daughter of a school principal and his artist wife. Deep River is a small community located on the Chester Bowles Highway (Rt. 9), nine miles northwest of Old Saybrook (home of the legendary ), within commuting ..."
"https://m.media-amazon.com/images/M/MV5BMTkzNTEyNzU4Ml5BMl5BanBnXkFtZTgwMDI2MTY4MTE@._V1_UX140_CR0,0,140,209_AL_.jpg",Tim Matheson,Actor,Animal House,"Tim Matheson is an American actor, director and producer perhaps best known for his portrayal of the smooth talking 'Eric ""Otter"" Stratton' in the 1978 comedy,  (1978), but has had a variety of other well-known roles both before and since, including critical accolades for his playing ""..."
"https://m.media-amazon.com/images/M/MV5BMjAyMTMxNzI5N15BMl5BanBnXkFtZTgwMjI0MDI1MDI@._V1_UY209_CR9,0,140,209_AL_.jpg",Erika Eleniak,Actress,Under Siege,"Erika Maya Eleniak was born on September 29, 1969 in the Los Angeles suburb of Glendale, California. She is the eldest daughter in a family of four girls and one boy. Erika began her acting career at the age of 10, starring in numerous productions for television, film, commercials and theater. Her ..."
"https://m.media-amazon.com/images/M/MV5BMTUzMjg0MjgxMF5BMl5BanBnXkFtZTgwMzkyNDM5NjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Becky G,Actress,Power Rangers,"Rebbeca Marie Gomez, better known by her stage name Becky G, is an American singer and actress. Gomez first gained recognition in 2011 when she began posting videos of herself covering popular songs online. One of her videos caught the attention of producer Dr. Luke, who subsequently offered her a ..."
"https://m.media-amazon.com/images/M/MV5BMzcxNTQ1ODQxMl5BMl5BanBnXkFtZTYwMzI4MDA2._V1_UX140_CR0,0,140,209_AL_.jpg",Danny Trejo,Actor,Machete,"Danny Trejo was born Dan Trejo in Echo Park, Los Angeles, to Alice (Rivera) and Dan Trejo, a construction worker. A child drug addict and criminal, Trejo was in and out of jail for 11 years. While serving time in San Quentin, he won the lightweight and welterweight boxing titles. Imprisoned for ..."
"https://m.media-amazon.com/images/M/MV5BMTU0NzAyNzc3M15BMl5BanBnXkFtZTgwNjYxNTcxMTI@._V1_UY209_CR6,0,140,209_AL_.jpg",Asa Butterfield,Actor,Hugo,"Asa Butterfield was born in Islington, London, England, to Jacqueline Farr and Sam Butterfield. He began acting at the age of 8, after a talent spotting casting director saw him at his local after school drama club, The Young Actors Theatre in Islington. Following on from a couple of small roles in..."
"https://m.media-amazon.com/images/M/MV5BMTM5NzQ2NjQwM15BMl5BanBnXkFtZTcwNzcwNzE2OQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Nikki Reed,Actress,Thirteen,"Actress and screenwriter Nicole Houston Reed was born in Los Angeles, California. She is the daughter of Cheryl Houston, a hairdresser and beautician, and , a set designer. She has two brothers. Her ancestry includes Ashkenazi Jewish, German, British Isles, and one eighth Italian. Reed's ..."
"https://m.media-amazon.com/images/M/MV5BMTQ4ODA3NjUyMF5BMl5BanBnXkFtZTcwNzUyMjk0Mg@@._V1_UY209_CR4,0,140,209_AL_.jpg",Megan Mullally,Actress,Will & Grace,"Megan is an only child born in Los Angeles, California. Her mother, Martha, was a model, and her father, , was a contract player for Paramount. Megan first entered Northwestern University intending to study acting, but switched to English literature. However, she still ended up ..."
"https://m.media-amazon.com/images/M/MV5BNjIxZDI2MTctZTNhOC00NjdlLWI5ZTEtZjZhMmNkNGViZjczXkEyXkFqcGdeQXVyMTE5ODYzODk@._V1_UY209_CR6,0,140,209_AL_.jpg",Auli'i Cravalho,Actress,Moana,"Auli'i Cravalho was born on November 22, 2000 in Kohala, Hawaii, USA. She is an actress, known for  (2016),  (2018) and  (2019)."
"https://m.media-amazon.com/images/M/MV5BNzhkN2IyZTktYWM2My00MGI4LWE5Y2YtZmQ0ZmZlNTY5MTQzXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR25,0,140,209_AL_.jpg",Annalise Basso,Actress,Captain Fantastic,"Annalise Basso (born on December 2, 1998) is an American film and television actress and model. Her older siblings,  and , are also actors. She has starred in the films,  (2008),  (2009),  (2013), and  (2013). From 2014 ..."
"https://m.media-amazon.com/images/M/MV5BMTY1MTgxOTM4NF5BMl5BanBnXkFtZTcwMDE0Mzg4OQ@@._V1_UY209_CR8,0,140,209_AL_.jpg",Jackie Earle Haley,Actor,Watchmen,"Jackie Earle Haley was born on July 14, 1961 in Northridge, California, USA as Jack Earle Haley. He is an actor and director, known for  (2009),  (2006) and  (2010). He has been married to Amelia Cruz since August 6, 2004. He was previously married to..."
"https://m.media-amazon.com/images/M/MV5BNDM4OTc2ODEwMl5BMl5BanBnXkFtZTcwOTUwODEyOA@@._V1_UY209_CR87,0,140,209_AL_.jpg",Krista Allen,Actress,Significant Mother,"Krista was born in Ventura, California and grew up in Austin, Texas. Her idols growing up were  and . She made her way back to Southern California as a young adult and wanted to try out the acting biz. Just weeks after she landed in LA, she booked the coveted role of ""Billie..."
"https://m.media-amazon.com/images/M/MV5BMjhkNGRkNWEtOGY1Zi00OTFlLWIwYmYtZWQzNmEzNDUzMmRjXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Allison Scagliotti,Actress,Warehouse 13,"Allison Scagliotti was born on September 21, 1990 in Monterey, California, USA as Allison Glenn Scagliotti. She is an actress, known for Warehouse 13 (2009), Redemption Maddie (2007) and Read It and Weep (2006). Her most recent television series is Stitchers on ABC Family (2015) where she plays the..."
"https://m.media-amazon.com/images/M/MV5BMTM4NTAwNDA0NV5BMl5BanBnXkFtZTcwNTk3MTg1Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Kate Bosworth,Actress,Superman Returns,"Kate Bosworth was born in Los Angeles, California, to Patricia (Potter), a homemaker, and Harold Bosworth, who was an executive for Talbots. Unlike the characters Bosworth has portrayed in television and in film, which are known as ""townies"", Kate spent most of her childhood in different cities and..."
"https://m.media-amazon.com/images/M/MV5BMTk4MDAxMzQyNF5BMl5BanBnXkFtZTcwMDgyMzUzNw@@._V1_UY209_CR82,0,140,209_AL_.jpg",Ellen Wong,Actress,Scott Pilgrim vs. the World,"Ellen Wong was born in Ontario, Canada. Her first role was on the award winning television series ""This is Wonderland"". She is best known for her role as Knives Chau in ""Scott Pilgrim VS The World"", starring alongside Michael Cera, Mary Elizabeth Winstead and Jason Schwartzman. She auditioned ..."
"https://m.media-amazon.com/images/M/MV5BMTYwMDEyNTcxMV5BMl5BanBnXkFtZTcwNjM5ODQ2Ng@@._V1_UY209_CR8,0,140,209_AL_.jpg",Cote de Pablo,Actress,NCIS: Naval Criminal Investigative Service,"Cote de Pablo was born in Santiago, Chile, but was raised in Miami, Florida. She attended Arvida Middle School in Miami and then Carnegie Mellon University. She graduated in 2000 after studying music theater. Whilst at Carnegie Mellon she appeared in several theater productions, including ""..."
"https://m.media-amazon.com/images/M/MV5BMjEzNjA3Mjc4OF5BMl5BanBnXkFtZTgwMzEwMjA2NjE@._V1_UY209_CR13,0,140,209_AL_.jpg",Yvonne Craig,Actress,Batgirl,"Yvonne Joyce Craig was born on May 16, 1937 in Taylorville, Illinois. As a young teenager, Yvonne showed such promise as a dancer that she was accepted to Denham's Ballet Russe de Monte Carlo. Her training progressed until she left the company in 1957 over a disagreement on casting changes. She ..."
"https://m.media-amazon.com/images/M/MV5BMmYzZTZmZGUtNTQwNC00YWMyLTk0NDUtOGViMzFhN2E1OWYzXkEyXkFqcGdeQXVyMjU1NTEwMzI@._V1_UY209_CR87,0,140,209_AL_.jpg",Sofia Hublitz,Actress,Ozark,"Sofia Hublitz (born 1999) is an American actress. She appeared with Jason Bateman and Laura Linney as their daughter, in the American television series Ozark. Sofia Hublitz made her debut television appearance in 2013, where she was one of the contestants on MasterChef Junior, finishing in 8th ..."
"https://m.media-amazon.com/images/M/MV5BOTk1MzgzOTg5OV5BMl5BanBnXkFtZTcwNDQ4NjMxOA@@._V1_UY209_CR1,0,140,209_AL_.jpg",Daniel Kaluuya,Actor,Get Out,"Daniel Kaluuya is an English actor and writer. He is best known for Get Out (2017) and Black Panther (2018).He also starred in the Black Mirror episode ""Fifteen Million Merits"".For his work in Get Out he was nominated for an Academy Award for Best Actor.Kaluuya also had minor roles in Johnny ..."
"https://m.media-amazon.com/images/M/MV5BMjE0MzEwNDUxNV5BMl5BanBnXkFtZTcwNTE1MDAzOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Alan Tudyk,Actor,Rogue One,"Alan Tudyk was born in El Paso, Texas, and grew up in Plano, where he attended Plano Sr. High. In 1990, he went on to study drama at Lon Morris Jr. College. While there, he was awarded the Academic Excellence Award for Drama. He was also named Most Likely to Succeed and Sophomore Beau. During this ..."
"https://m.media-amazon.com/images/M/MV5BMTQ0MzY0NTU3OF5BMl5BanBnXkFyZXN1bWU@._V1_UY209_CR4,0,140,209_AL_.jpg",Ally Sheedy,Actress,The Breakfast Club,"Ally Sheedy was born in New York City, to Charlotte (Baum), a press agent and writer, and John J. Sheedy, Jr., an advertising executive. She is of Russian Jewish (mother) and Irish (father) descent.While at New York's Bank Street School, 12-year-old Ally Sheedy wrote about a mythical encounter ..."
"https://m.media-amazon.com/images/M/MV5BYzk1OWI4MzctZjk0Zi00YWY5LWExOWEtYzAzZGIyOWI5ZmJiXkEyXkFqcGdeQXVyMjA2NTA5NzA@._V1_UY209_CR34,0,140,209_AL_.jpg",David Krumholtz,Actor,The Deuce,"David Krumholtz was born on May 15, 1978 in Queens, New York City, New York, USA. He is an actor and producer, known for  (2017),  (2016) and  (1998). He has been married to  since May 22, 2010. They have two children."
"https://m.media-amazon.com/images/M/MV5BMTYxNDg1NTk2M15BMl5BanBnXkFtZTcwMjEwMjA3NA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Danneel Ackles,Actress,Harold & Kumar Escape from Guantanamo Bay,"Danneel Ackles (born Elta Danneel Graul, she went by Danneel Harris professionally until after her marriage to Jensen) was born on March 18, 1979, in Lafayette, Louisiana is an American actress and model. She is known for her roles as Shannon McBain on the American daytime soap opera ..."
"https://m.media-amazon.com/images/M/MV5BMTU4MzA4NDAyOV5BMl5BanBnXkFtZTcwOTc3MzIzMg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Lexa Doig,Actress,Andromeda,"Toronto native Alexandra Doig was born on June 8th, 1973, to Filipina mother Gloria and Irish-Scottish father David. Her parents held season tickets to their local theater, and Lexa was inspired to begin acting after seeing a production of ""Porgy and Bess"" at the age of nine. She dropped out of ..."
"https://m.media-amazon.com/images/M/MV5BMTYzMDQzOTEyMF5BMl5BanBnXkFtZTcwMzg0NTE3NA@@._V1_UY209_CR13,0,140,209_AL_.jpg",Lindy Booth,Actress,Dawn of the Dead,"Lindy Booth was born on April 2, 1979, in Oakville, Ontario, Canada. She played ""Riley Grant"" on the Disney Channel series,  (1998) (and ""Agent Hawk"" in the show-within-a-show, ""Silverstone""). Other credits include guest-starring as different characters in two different ..."
"https://m.media-amazon.com/images/M/MV5BMzMyMTA4NTMxMV5BMl5BanBnXkFtZTcwMzc2MDczNw@@._V1_UY209_CR86,0,140,209_AL_.jpg",Katherine Schwarzenegger,Self,Entertainment Tonight,"Katherine Schwarzenegger was born on December 13, 1989 in Los Angeles, California, USA as Katherine Eunice Schwarzenegger."
"https://m.media-amazon.com/images/M/MV5BMTAzNjk4MzU0OTJeQTJeQWpwZ15BbWU4MDU1ODA2NDEx._V1_UX140_CR0,0,140,209_AL_.jpg",Merritt Patterson,Actress,The Royals,"Born and raised in Whistler, British Columbia, Merritt Patterson took a liking to the Arts at a young age. Patterson started dancing competitively at age 11 and continued to compete through out high school. During this time she was also active in theatre as well as modeled, going on to win the 2006..."
"https://m.media-amazon.com/images/M/MV5BMTEwMTYyOTU2ODdeQTJeQWpwZ15BbWU3MDAwNzM5NTY@._V1_UY209_CR8,0,140,209_AL_.jpg",Kelly Brook,Actress,Piranha 3D,"Kelly Brook (born 23 November 1979) is an English model, actress and television presenter best known for her roles in the 2010 horror comedy remake Piranha 3D and in the NBC sitcom One Big Happy. Brook was born and raised in Rochester, Kent, as Kelly Ann Parsons. She is the daughter of Sandra Kelly..."
"https://m.media-amazon.com/images/M/MV5BMTcyMjQzMTg5OF5BMl5BanBnXkFtZTgwMzgwMjMxMDE@._V1_UX140_CR0,0,140,209_AL_.jpg",Jaime Murray,Actress,The Deaths of Ian Stone,"Jaime Murray was born on July 21, 1976 in Hammersmith, London, England. She is an actress, known for  (2007),  (2006) and  (2013). She has been married to  since May 26, 2014."
"https://m.media-amazon.com/images/M/MV5BMTQwOTMyMDI4MV5BMl5BanBnXkFtZTcwMDYzMTM5OA@@._V1_UY209_CR6,0,140,209_AL_.jpg",Sally Field,Actress,Forrest Gump,"Sally Margaret Field was born in 1946 in Pasadena, California, to actress  (née Morlan) and salesman Richard Dryden Field. Her parents divorced in 1950 and her mother then married stuntman , and they had a daughter, . She also has a brother, Richard Field..."
"https://m.media-amazon.com/images/M/MV5BMjA3ODUyODkyMV5BMl5BanBnXkFtZTcwMjIxOTUwNw@@._V1_UY209_CR8,0,140,209_AL_.jpg",Astrid Bergès-Frisbey,Actress,King Arthur: Legend of the Sword,"Astrid Bergès-Frisbey was born the 26th May of 1986 in Barcelona, Spain to a Spanish Father and a French-American Mother of English descent. She is fluent in French, Spanish, and Catalan. Astrid Bergès-Frisbey made her acting debut in 2007 on French television. In 2008, she made her feature debut ..."
"https://m.media-amazon.com/images/M/MV5BMTc1OTMwMzM3NF5BMl5BanBnXkFtZTgwMTM5MzIyODE@._V1_UX140_CR0,0,140,209_AL_.jpg",Jordana Brewster,Actress,Furious Seven,"Raven-haired beauty Jordana Brewster was born on April 26, 1980 in Panama City, Panama. Her mother, Maria João Leal de Sousa, is a Brazilian-born model who appeared on the cover of Sports Illustrated in 1978 . Her father, Alden Brewster, is an American-born investment banker, who has English, ..."
"https://m.media-amazon.com/images/M/MV5BMTUyNTc5Nzk2N15BMl5BanBnXkFtZTgwNDIxNTA4NTE@._V1_UY209_CR34,0,140,209_AL_.jpg",Michael Rosenbaum,Actor,Guardians of the Galaxy Vol. 2,"Michael Rosenbaum was born on July 11, 1972 in Oceanside, New York, USA as Michael Owen Rosenbaum. He is an actor and producer, known for  (2017),  (2001) and  (2001)."
"https://m.media-amazon.com/images/M/MV5BMTgyNDk3OTI2NF5BMl5BanBnXkFtZTcwMDA4NjU5OA@@._V1_UY209_CR1,0,140,209_AL_.jpg",Seth MacFarlane,Writer,Family Guy,"Seth Woodbury MacFarlane was born in the small New England town of Kent, Connecticut, where he lived with his mother, Ann Perry (Sager), an admissions office worker, his father, Ronald Milton MacFarlane, a prep school teacher, and his sister, , now a voice actress and singer. He ..."
"https://m.media-amazon.com/images/M/MV5BNzk5MzQ3MDQxOF5BMl5BanBnXkFtZTcwOTU4OTI2Mg@@._V1_UX140_CR0,0,140,209_AL_.jpg",Janet McTeer,Actress,Albert Nobbs,"Janet McTeer was born on August 5, 1961 in Newcastle, England, UK to parents Jean and Allan McTeer. She was raised in York from the age of 6. She attended Queen Anne Grammar School for Girls, where there was not much opportunity for drama. She became interested in acting at age 16, when she saw ""..."
"https://m.media-amazon.com/images/M/MV5BMTY3NTA4NzI3NF5BMl5BanBnXkFtZTcwNDQ2ODEzNg@@._V1_UY209_CR56,0,140,209_AL_.jpg",Lela Loren,Actress,Power,"Lela Loren was born as Lela Maria Loren Avellaneda Sharp. She is an actress, known for  (2014),  (2013) and  (2007)."
"https://m.media-amazon.com/images/M/MV5BMTgyOTEyMTMwMF5BMl5BanBnXkFtZTcwMTA3MTU5MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Mariska Hargitay,Actress,Law & Order: Special Victims Unit,"Mariska (Ma-rish-ka) Magdolna Hargitay was born on January 23, 1964, in Santa Monica, California. Her parents are  and . She is the youngest of their three children. In June 1967, Mariska and her brothers Zoltan and Mickey Jr. were in the back seat of a car when it was..."
"https://m.media-amazon.com/images/M/MV5BMDMyZTMzYTAtN2MxYS00YTY1LWIwMTYtZGYyYWI0NjY2MDAxXkEyXkFqcGdeQXVyMzU3MzIxMzk@._V1_UX140_CR0,0,140,209_AL_.jpg",Robert Patrick,Actor,Terminator 2: Judgment Day,"Robert Hammond Patrick Jr. was born on November 5, 1958 in Marietta, Georgia, and raised in Columbus, Ohio, the eldest of five children. He attended the Bowling Green State University in Ohio, but dropped out after he took a drama course and became interested in acting. After leaving college, he ..."
"https://m.media-amazon.com/images/M/MV5BMTgyNjM2NjU1MV5BMl5BanBnXkFtZTcwMzkyMTA2MQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Troian Bellisario,Actress,Pretty Little Liars,"Troian Bellisario, daughter of producers  and , made her film debut at the age of 3 in  (1988). She made several TV and movie appearances in her teens (most of the TV appearances were in shows produced by her father) before attending the University of ..."
"https://m.media-amazon.com/images/M/MV5BYTAwYmY1ZDUtY2U1My00YTRjLWExYmItODJlNGFmNmM2ZmZhXkEyXkFqcGdeQXVyMjA1Mzc2MTg@._V1_UY209_CR33,0,140,209_AL_.jpg",Lauren Kelston,Actress,Orange Is the New Black,"Lauren Kelston is an actress, known for  (2013),  (2009) and  (2012)."
"https://m.media-amazon.com/images/M/MV5BNThmYWI4NDctYTY3My00MmQ3LWFjNzktYTVhNjk2YmQ3NDY1XkEyXkFqcGdeQXVyNjc5Mjg0NjU@._V1_UY209_CR5,0,140,209_AL_.jpg",Lala Kent,Actress,The Row,"Lala Kent is an actress, known for  (2018),  (2014) and  (2015)."
"https://m.media-amazon.com/images/M/MV5BODgwMjMwMzE2OV5BMl5BanBnXkFtZTcwOTAzMTgxMw@@._V1_UY209_CR6,0,140,209_AL_.jpg",Joely Richardson,Actress,Nip/Tuck,"For Joely, the theatre must be in her genes. Born in Marylebone, London, England, she is the daughter of director  and , granddaughter of Sir , niece of , and sister of . Former husband  is a producer. However ..."
"https://m.media-amazon.com/images/M/MV5BNjUxODAwMTAtMjZjZC00YTY2LWEwOWYtNjBlNjM1M2U3NDc5XkEyXkFqcGdeQXVyMTI3ODc3NjU@._V1_UY209_CR13,0,140,209_AL_.jpg",Kelli Berglund,Actress,Now Apocalypse,"California native Kelli Berglund has quickly become ""one to watch"" with one of the freshest faces in entertainment today. Berglund is best known for her starring role as ""Bree Davenport"", a bionic teenager with lightning speed, on Disney XD's hit series, ""Lab Rats"", and later known as ""Lab Rats: ..."
"https://m.media-amazon.com/images/M/MV5BMTQzMjcyNjk5NF5BMl5BanBnXkFtZTcwNDIzOTc0OQ@@._V1_UY209_CR2,0,140,209_AL_.jpg",Bingbing Fan,Actress,X-Men: Days of Future Past,"Bingbing Fan was born 16 September 1981. She is a Chinese actress, television producer and pop singer.Fan rose to fame in Asia in 1998-1999 with the mega-hit TV series My Fair Princess. In 2003, she starred in Cell Phone, which became the highest-grossing Chinese film of the year, winning a Hundred..."
"https://m.media-amazon.com/images/M/MV5BMzQ0NjQwNjU3OV5BMl5BanBnXkFtZTgwMTkyNzUxNzE@._V1_UX140_CR0,0,140,209_AL_.jpg",Sugar Lyn Beard,Actress,Mike and Dave Need Wedding Dates,"Sugar Lyn Beard was born on August 27, 1981 in Scarborough, Ontario, Canada as Stephanie Lyn Beard. She is an actress and producer, known for  (2016),  (2016) and  (2011)."
"https://m.media-amazon.com/images/M/MV5BNGIzYTc2MzctZWUzMC00ZWNjLTkzYTgtNjY0MDJlMGU1ZGIzXkEyXkFqcGdeQXVyMTMyNzA0MTk@._V1_UX140_CR0,0,140,209_AL_.jpg",Jaime Ray Newman,Actress,The Punisher,"Jaime Ray Newman originally hails from Detroit, Michigan. She is a graduate of Northwestern University in Evanston, Illinois.She has held major roles in several shows, including Netflix/Marvel series  (2017), A&E's  (2013), ABC's  (2015),  (2014), ..."
"https://m.media-amazon.com/images/M/MV5BMTYyODc0MTI2N15BMl5BanBnXkFtZTcwNDYwMjk3Mw@@._V1_UY209_CR7,0,140,209_AL_.jpg",Christopher Meloni,Actor,Man of Steel,"Blessed with a piercing, blue-eyed glint, brawny looks, cocky ""tough guy"" stance and effortless charisma, TV's Christopher Meloni has grabbed audiences' attention, male and female alike, finding breakthrough small screen stardom playing both sides of the law. Audiences first were taken in by his ..."
"https://m.media-amazon.com/images/M/MV5BMjI3MzM5ODYyNF5BMl5BanBnXkFtZTcwODIwNzk4Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Elizabeth McGovern,Actress,Ordinary People,"Daughter of a law professor at Northwestern University, she moved with her family to Los Angeles when he transferred to the University of California at Los Angeles (U.C.L.A.). She began acting in school plays at North Hollywood High, graduated from The Oakwood School and then continued her stage ..."
"https://m.media-amazon.com/images/M/MV5BM2Y5NGNjYTctNGJjMy00M2YyLTg3ZTItNGFiOGRmMGQ1MGQyXkEyXkFqcGdeQXVyMjIyNjM5ODg@._V1_UY209_CR6,0,140,209_AL_.jpg",Esther Povitsky,Actress,Crazy Ex-Girlfriend,"Esther Lauren Povitsky (born March 2, 1988), also known as ""Little Esther,"" is an American actress, comedian, writer, and producer living in Los Angeles, California. She is the co-creator and star of the comedy series Alone Together.Povitsky moved to Los Angeles to pursue stand-up comedy and acting..."
"https://m.media-amazon.com/images/M/MV5BNjA2OTE4NDE0NV5BMl5BanBnXkFtZTYwMjI5MTgy._V1_UY209_CR0,0,140,209_AL_.jpg",Tia Carrere,Actress,Wayne's World,"Tia Carrere was born Althea Rae Janairo in Honolulu, Hawaii. While attending Sacred Hearts Academy, Tia was discovered in a Waikiki grocery store and landed the female lead in the film Aloha Summer. Although her passion has always been singing (grandmother Rae took Tia to her first singing lesson ..."
"https://m.media-amazon.com/images/M/MV5BMGFiZGIxZTAtYTM5NS00ZGZiLWE3OTgtNmQ3ZjNhMzIwZDRlXkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UY209_CR8,0,140,209_AL_.jpg",Radha Mitchell,Actress,Silent Hill,"Radha Mitchell (born 12 November 1973) is an Australian actress. She started her career acting in various Australian TV series and movies, and later became known for her appearance in Hollywood films. Mitchell, a native of Melbourne, began acting when she was still in high school and had her ..."
"https://m.media-amazon.com/images/M/MV5BMTM1ODQyOTU1MV5BMl5BanBnXkFtZTcwMDY5MjE3MQ@@._V1_UY209_CR4,0,140,209_AL_.jpg",Morgan Fairchild,Actress,Friends,"This elegant lady defined the television version of the rich, sophisticated businesswoman who knows what she wants, and will do whatever it takes to get it. She was born Patsy Ann McClenny on February 3, 1950 in Dallas, Texas. She began acting as a child, when her mother enrolled her in drama ..."
"https://m.media-amazon.com/images/M/MV5BODE4MDkzNDU2MV5BMl5BanBnXkFtZTgwMzcxNTAzMDE@._V1_UY209_CR7,0,140,209_AL_.jpg",Mayim Bialik,Actress,Beaches,"Mayim Bialik grew up in San Diego and got her first acting job ( (1988)) when she was just 12 years old. A number of TV roles followed until in 1990 she was cast in  (1990), the role which made her famous.By 1993, while Blossom was still airing, she had already won a deferred ..."
"https://m.media-amazon.com/images/M/MV5BMjMyMDA5MjA4Nl5BMl5BanBnXkFtZTcwNzE0NDAyOQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Addison Timlin,Actress,Odd Thomas,"Addison Timlin began her career with the 2000-01 National Tour of ""Annie"". She performed every orphan role before taking over the role of Annie when she was 9 years old. Her love of stage continued to several productions of Annie including Papermill Playhouse and the Theater of The Stars Tour ..."
"https://m.media-amazon.com/images/M/MV5BMjM2NDk1ODQ4MV5BMl5BanBnXkFtZTgwODg2Mzc2MjE@._V1_UY209_CR11,0,140,209_AL_.jpg",Matt Frewer,Actor,Watchmen,"Matt Frewer has been travelling all over North America in recent months filming recurring roles...in Vancouver as Carnage in Netflix's new sci-fi drama Altered Carbon, as Anthony Bruhl in NBC's Timeless, in Montreal, opposite Dennis Quaid, as Paul Rice in Crackle's The Art of More, in Toronto as ..."
"https://m.media-amazon.com/images/M/MV5BMTQ4NTc5Njk4Nl5BMl5BanBnXkFtZTgwMjQxNjgyMjE@._V1_UY209_CR8,0,140,209_AL_.jpg",Will Poulter,Actor,The Maze Runner,"Will Poulter is an English actor, recognized for his performances as Lee Carter in  (2007), Eustace Scrubb in  (2010), and Kenny Rossmore in  (2013). Will was born in Hammersmith, London, the son of Caroline (..."
"https://m.media-amazon.com/images/M/MV5BYzAxNzkwODktZDViNy00ZWY4LTg2NjQtMjAzY2U4MTA2NDM1XkEyXkFqcGdeQXVyMjQwMDg0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg",Colton Haynes,Actor,Rough Night,"American actor and model Colton Lee Haynes was born in Wichita, Kansas, to Dana Denise (Mitchell) and William Clayton Haynes. He began modeling at age 15 and his first success came with an Abercrombie & Fitch campaign. He also modeled for J.C. Penney, Kira Plastinina, and Ralph Lauren. He is best ..."
"https://m.media-amazon.com/images/M/MV5BMjE5NTM4NDU2M15BMl5BanBnXkFtZTgwMjQ1OTkzMDE@._V1_UX140_CR0,0,140,209_AL_.jpg",Marguerite Moreau,Actress,The Mighty Ducks,"Marguerite C. Moreau born April 25, 1977 is an American actress. She is best known for her role as Katie in the comedy cult film Wet Hot American Summer, and her role in The Mighty Ducks series of films. She has also made appearances on the popular television series Smallville, Lost, Cupid and The ..."
"https://m.media-amazon.com/images/M/MV5BMTM2ODI3NzkyNl5BMl5BanBnXkFtZTYwMDQ3OTYz._V1_UY209_CR2,0,140,209_AL_.jpg",Shane Black,Writer,Kiss Kiss Bang Bang,"Considered one of the pioneer screenwriters of the action genre, Black made his mark with his  (1987) screenplay. He also collaborated on the story of the sequel,  (1989). Each successive script he turned in had a higher price attached it, from  (1991) ..."
"https://m.media-amazon.com/images/M/MV5BMTc3MDAxOTkyOF5BMl5BanBnXkFtZTcwOTg1MDIzNA@@._V1_UY209_CR6,0,140,209_AL_.jpg",Melissa Leo,Actress,The Fighter,"Melissa Chessington Leo is an American actress. She is known for her Academy Award-winning performance in the 2010 film  (2010). She was born on September 14, 1960, in New York City. Leo starred as the mother of boxer  in the 2010 film The Fighter, also starring . ..."
"https://m.media-amazon.com/images/M/MV5BMTY1MzQ3NjA2OV5BMl5BanBnXkFtZTcwNTExOTA5OA@@._V1_UY209_CR6,0,140,209_AL_.jpg",Peter Jackson,Producer,The Lord of the Rings: The Fellowship of the Ring,"Peter Jackson was born as an only child in a small coast-side town in New Zealand in 1961. When a friend of his parents bought him a super 8 movie camera (because she saw how much he enjoyed taking photos), the then eight-year-old Peter instantly grabbed the thing to start recording his own movies,..."
"https://m.media-amazon.com/images/M/MV5BMjIyMTQ5NTI1Ml5BMl5BanBnXkFtZTgwNTU2MDY2NzE@._V1_UY209_CR34,0,140,209_AL_.jpg",Jane Krakowski,Actress,30 Rock,"Jane Krakowski was born in Parsippany-Troy Hills, New Jersey, to Barbara (Benoit), a college theater instructor, and Edward Krajkowski, a chemical engineer. Her father is of Polish descent and her mother is of French-Canadian, Scottish, and half Polish ancestry.Jane was the winner of the 2003 Tony ..."
"https://m.media-amazon.com/images/M/MV5BNzlhNjUwMTQtMWRlZC00N2VlLTk0MjctMjI0NmI2ZWRkMDkzXkEyXkFqcGdeQXVyMjA5MTEzMA@@._V1_UY209_CR9,0,140,209_AL_.jpg",Mark Duplass,Actor,Safety Not Guaranteed,"Mark Duplass was born on December 7, 1976 in New Orleans, Louisiana, USA as Mark David Duplass. He is an actor and producer, known for  (2012),  (2014) and  (2014). He has been married to  since August 26, 2006. They have two children."
